Sub_Category,Kalshi_Ticker,Market_Question,Price_At_85_Plus,Settlement_Date,Result,Settlement_Value,First_Touch_Time,Series_Ticker,Series_Title
Mentions > Mentions,KXSURVIVORMENTION-25OCT23-BLIN,What will Jeff Probst say during Survivor Season 49 Episode 5?,98,2025-10-23,WRONG,0,2025-10-23T01:12:41.798631Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT23-ALLI,What will Jeff Probst say during Survivor Season 49 Episode 5?,97,2025-10-23,WRONG,0,2025-10-23T00:16:56.991583Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXLEAVITTMENTIONDURATION-JAN0226-34,How long will Karoline Leavitt speak for at next Press Briefing?,90,2025-10-23,WRONG,0,2025-10-23T15:30:07.113541Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-JAN0226-29,How long will Karoline Leavitt speak for at next Press Briefing?,93,2025-10-23,CORRECT,100,2025-10-23T16:43:03.818597Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-JAN0226-24,How long will Karoline Leavitt speak for at next Press Briefing?,90,2025-10-23,CORRECT,100,2025-10-19T04:04:17.875999Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTLATE-26JAN02-7,Will Karoline Leavitt be more than 15 minutes late to next Press Briefing?,97,2025-10-23,CORRECT,100,2025-10-23T17:14:02.141014Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-26JAN02-5,Will Karoline Leavitt be more than 10 minutes late to next Press Briefing?,90,2025-10-23,CORRECT,100,2025-10-23T17:05:24.453513Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-26JAN02-2,Will Karoline Leavitt be more than 5 minutes late to next Press Briefing?,95,2025-10-23,CORRECT,100,2025-10-07T15:26:38.751142Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-26JAN02-15,Will Karoline Leavitt be more than 30 minutes late to next Press Briefing?,95,2025-10-23,CORRECT,100,2025-10-23T17:21:50.142189Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-26JAN02-12,Will Karoline Leavitt be more than 25 minutes late to next Press Briefing?,99,2025-10-23,CORRECT,100,2025-10-23T17:24:05.45821Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-26JAN02-10,Will Karoline Leavitt be more than 20 minutes late to next Press Briefing?,90,2025-10-23,CORRECT,100,2025-10-23T17:13:37.165351Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-SLEE,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-10-27,CORRECT,100,2025-10-25T17:08:08.841741Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-WEK,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-10-27,CORRECT,100,2025-10-23T15:31:21.723727Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-WAT,What will MrBeast say during Next MrBeast Youtube Video?,98,2025-10-27,CORRECT,100,2025-10-25T16:20:08.121882Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-TIM,What will MrBeast say during Next MrBeast Youtube Video?,95,2025-10-27,CORRECT,100,2025-10-16T04:33:58.296575Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-SUR,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-10-27,CORRECT,100,2025-10-25T16:01:33.241629Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-SUB,What will MrBeast say during Next MrBeast Youtube Video?,92,2025-10-27,WRONG,0,2025-10-13T13:53:11.672641Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-SPD,What will MrBeast say during Next MrBeast Youtube Video?,97,2025-10-27,CORRECT,100,2025-10-25T05:49:37.239968Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-MON,What will MrBeast say during Next MrBeast Youtube Video?,95,2025-10-27,CORRECT,100,2025-10-24T14:08:25.328353Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-MIL,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-10-27,CORRECT,100,2025-10-25T16:04:27.310972Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-FEA,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-10-27,WRONG,0,2025-10-13T18:09:45.955999Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-CAM,What will MrBeast say during Next MrBeast Youtube Video?,98,2025-10-27,WRONG,0,2025-10-24T01:21:24.785076Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV16-BEA,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-10-27,WRONG,0,2025-10-23T16:03:24.450129Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-MEDI,What will Jeff Probst say during Survivor Season 49 Episode 6?,95,2025-10-30,CORRECT,100,2025-10-29T23:34:37.575606Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-TRUS,What will Jeff Probst say during Survivor Season 49 Episode 6?,94,2025-10-30,WRONG,0,2025-10-25T01:05:13.678213Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-TARG,What will Jeff Probst say during Survivor Season 49 Episode 6?,94,2025-10-30,CORRECT,100,2025-10-30T00:14:25.059897Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-STRE,What will Jeff Probst say during Survivor Season 49 Episode 6?,99,2025-10-30,CORRECT,100,2025-10-30T00:56:51.236157Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-RISK,What will Jeff Probst say during Survivor Season 49 Episode 6?,93,2025-10-30,WRONG,0,2025-10-24T00:34:14.324514Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-REWA,What will Jeff Probst say during Survivor Season 49 Episode 6?,93,2025-10-30,CORRECT,100,2025-10-24T00:29:33.126836Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-PUZZ,What will Jeff Probst say during Survivor Season 49 Episode 6?,93,2025-10-30,WRONG,0,2025-10-24T04:16:19.017968Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-KEY,What will Jeff Probst say during Survivor Season 49 Episode 6?,99,2025-10-30,CORRECT,100,2025-10-30T00:54:01.028412Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-IMMU,What will Jeff Probst say during Survivor Season 49 Episode 6?,99,2025-10-30,WRONG,0,2025-10-30T01:24:16.190329Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-HUNG,What will Jeff Probst say during Survivor Season 49 Episode 6?,99,2025-10-30,CORRECT,100,2025-10-30T00:15:19.238189Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-FLIN,What will Jeff Probst say during Survivor Season 49 Episode 6?,90,2025-10-30,CORRECT,100,2025-10-24T00:07:09.684259Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25OCT30-FIRE,What will Jeff Probst say during Survivor Season 49 Episode 6?,90,2025-10-30,CORRECT,100,2025-10-23T22:59:33.535676Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-ZOHR,What will Miles Teller say during Saturday Night Live starting on November 1st?,90,2025-11-02,WRONG,0,2025-11-02T03:20:49.945614Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-TRUM,What will Miles Teller say during Saturday Night Live starting on November 1st?,91,2025-11-02,CORRECT,100,2025-11-02T03:20:02.070495Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-TOP,What will Miles Teller say during Saturday Night Live starting on November 1st?,91,2025-11-02,CORRECT,100,2025-11-02T00:14:16.652743Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-TOM,What will Miles Teller say during Saturday Night Live starting on November 1st?,91,2025-11-02,WRONG,0,2025-11-01T15:15:34.151371Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-SHUT,What will Miles Teller say during Saturday Night Live starting on November 1st?,95,2025-11-02,CORRECT,100,2025-11-02T03:55:52.853086Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-NEW,What will Miles Teller say during Saturday Night Live starting on November 1st?,91,2025-11-02,WRONG,0,2025-11-02T03:20:23.775807Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-HOLL,What will Miles Teller say during Saturday Night Live starting on November 1st?,90,2025-11-02,WRONG,0,2025-11-02T04:23:50.131079Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV02-ETER,What will Miles Teller say during Saturday Night Live starting on November 1st?,90,2025-11-02,WRONG,0,2025-10-25T21:26:38.355335Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXLEAVITTLATE-25NOV04-7,Will Karoline Leavitt be more than 15 minutes late to Press Briefing on November 4th?,97,2025-11-04,CORRECT,100,2025-11-04T06:10:40.240154Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV04-5,Will Karoline Leavitt be more than 10 minutes late to Press Briefing on November 4th?,92,2025-11-04,CORRECT,100,2025-11-04T18:06:07.920719Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV04-2,Will Karoline Leavitt be more than 5 minutes late to Press Briefing on November 4th?,91,2025-11-04,CORRECT,100,2025-11-04T07:31:00.098128Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV04-15,Will Karoline Leavitt be more than 30 minutes late to Press Briefing on November 4th?,98,2025-11-04,WRONG,0,2025-11-04T05:37:44.32952Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV04-10,Will Karoline Leavitt be more than 20 minutes late to Press Briefing on November 4th?,98,2025-11-04,CORRECT,100,2025-11-04T18:19:06.366685Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXCOLBERTMENTION-25NOV05-CAMP,What will Michelle Obama say during The Late Show With Stephen Colbert?,95,2025-11-05,CORRECT,100,2025-11-05T04:56:41.203008Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV05-BOOK,What will Michelle Obama say during The Late Show With Stephen Colbert?,90,2025-11-05,CORRECT,100,2025-11-04T00:23:26.316919Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV05-BARA,What will Michelle Obama say during The Late Show With Stephen Colbert?,90,2025-11-05,CORRECT,100,2025-11-04T01:40:04.881155Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-REWA,What will Jeff Probst say during Survivor Season 49 Episode 7?,91,2025-11-06,CORRECT,100,2025-11-02T03:51:04.618825Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-PUZZ,What will Jeff Probst say during Survivor Season 49 Episode 7?,99,2025-11-06,CORRECT,100,2025-11-06T01:33:10.194802Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-PRES,What will Jeff Probst say during Survivor Season 49 Episode 7?,97,2025-11-06,WRONG,0,2025-11-06T01:54:06.265056Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-IMMU,What will Jeff Probst say during Survivor Season 49 Episode 7?,99,2025-11-06,CORRECT,100,2025-11-06T01:31:43.620587Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-HUNG,What will Jeff Probst say during Survivor Season 49 Episode 7?,99,2025-11-06,WRONG,0,2025-11-06T01:57:58.288601Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-FIRE,What will Jeff Probst say during Survivor Season 49 Episode 7?,91,2025-11-06,CORRECT,100,2025-11-02T02:45:03.837958Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV06-ALLI,What will Jeff Probst say during Survivor Season 49 Episode 7?,99,2025-11-06,WRONG,0,2025-11-06T02:25:56.184428Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV07-MOVI,What will Sydney Sweeney say during The Late Show With Stephen Colbert?,99,2025-11-07,WRONG,0,2025-11-06T03:31:56.358443Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV07-DRES,What will Sydney Sweeney say during The Late Show With Stephen Colbert?,99,2025-11-07,WRONG,0,2025-11-06T01:01:24.871011Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV07-CHRI,What will Sydney Sweeney say during The Late Show With Stephen Colbert?,92,2025-11-07,CORRECT,100,2025-11-06T01:59:09.532166Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV07-AMER,What will Sydney Sweeney say during The Late Show With Stephen Colbert?,94,2025-11-07,WRONG,0,2025-11-06T12:12:57.952415Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-ZOHR,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,90,2025-11-09,CORRECT,100,2025-11-05T07:52:05.591603Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-TRUM,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,90,2025-11-09,CORRECT,100,2025-11-09T01:22:29.757028Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-TOM,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,90,2025-11-09,CORRECT,100,2025-11-09T01:22:33.205684Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-TAYL,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,91,2025-11-09,WRONG,0,2025-11-09T05:40:08.406599Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-SHUT,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,98,2025-11-09,CORRECT,100,2025-11-09T05:44:06.076075Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-ROAS,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,91,2025-11-09,CORRECT,100,2025-11-09T01:18:28.809566Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-NEW,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,90,2025-11-09,CORRECT,100,2025-11-09T04:35:54.846146Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV09-BALL,What will Nikki Glaser say during Saturday Night Live starting on November 8th?,90,2025-11-09,WRONG,0,2025-11-09T04:38:30.610334Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-WIN,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T20:59:45.231775Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-TIME,What will MrBeast say during Next MrBeast Youtube Video?,90,2025-11-11,CORRECT,100,2025-10-28T03:20:42.897059Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-SURV,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T19:37:03.859169Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-SUBS,What will MrBeast say during Next MrBeast Youtube Video?,92,2025-11-11,CORRECT,100,2025-10-27T00:51:17.630308Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-MILL,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T17:02:36.958652Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-INSA,What will MrBeast say during Next MrBeast Youtube Video?,93,2025-11-11,WRONG,0,2025-11-08T17:00:08.347019Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-FEAS,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T17:03:30.39759Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-ELIM,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T17:01:08.268483Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-CONT,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T17:04:13.769244Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-CHAL,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T21:42:15.832278Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-CAME,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T17:03:58.730777Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25NOV30-BEAS,What will MrBeast say during Next MrBeast Youtube Video?,99,2025-11-11,CORRECT,100,2025-11-08T17:30:37.761663Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXLEAVITTMENTIONDURATION-NOV1325-34,How long will Karoline Leavitt speak for at Press Briefing on November 12th?,90,2025-11-12,WRONG,0,2025-11-12T18:27:18.089844Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-NOV1325-29,How long will Karoline Leavitt speak for at Press Briefing on November 12th?,98,2025-11-12,WRONG,0,2025-11-12T12:33:46.926675Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-NOV1325-24,How long will Karoline Leavitt speak for at Press Briefing on November 12th?,93,2025-11-12,CORRECT,100,2025-11-12T12:36:15.166351Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTLATE-25NOV13-7,Will Karoline Leavitt be more than 15 minutes late to Press Briefing on November 12th?,99,2025-11-12,CORRECT,100,2025-11-12T07:17:15.309033Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV13-5,Will Karoline Leavitt be more than 10 minutes late to Press Briefing on November 12th?,96,2025-11-12,CORRECT,100,2025-11-12T12:34:35.067749Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV13-2,Will Karoline Leavitt be more than 5 minutes late to Press Briefing on November 12th?,93,2025-11-12,CORRECT,100,2025-11-12T14:28:34.749114Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV13-12,Will Karoline Leavitt be more than 25 minutes late to Press Briefing on November 12th?,90,2025-11-12,WRONG,0,2025-11-12T18:20:28.497995Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV13-10,Will Karoline Leavitt be more than 20 minutes late to Press Briefing on November 12th?,93,2025-11-12,CORRECT,100,2025-11-12T13:26:24.146175Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-TRUS,What will Jeff Probst say during Survivor Season 49 Episode 8?,90,2025-11-13,WRONG,0,2025-11-13T01:26:37.419602Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-STRE,What will Jeff Probst say during Survivor Season 49 Episode 8?,95,2025-11-13,WRONG,0,2025-11-13T01:32:58.903979Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-RISK,What will Jeff Probst say during Survivor Season 49 Episode 8?,90,2025-11-13,WRONG,0,2025-11-07T04:04:29.957347Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-REWA,What will Jeff Probst say during Survivor Season 49 Episode 8?,95,2025-11-13,CORRECT,100,2025-11-07T04:07:19.958044Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-KEY,What will Jeff Probst say during Survivor Season 49 Episode 8?,90,2025-11-13,WRONG,0,2025-11-13T02:15:51.986963Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-IMMU,What will Jeff Probst say during Survivor Season 49 Episode 8?,91,2025-11-13,WRONG,0,2025-11-06T23:36:18.057203Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-FIRE,What will Jeff Probst say during Survivor Season 49 Episode 8?,90,2025-11-13,CORRECT,100,2025-11-06T19:06:09.918291Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV13-COME,What will Jeff Probst say during Survivor Season 49 Episode 8?,90,2025-11-13,WRONG,0,2025-11-13T06:34:51.72353Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXVANCEMENTION-25NOV14-MIDDC,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,CORRECT,100,2025-11-14T02:10:28.481138Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-TARI,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,WRONG,0,2025-11-13T21:34:01.020754Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-SCHU,What will JD Vance say during Hannity on November 13th?,95,2025-11-14,CORRECT,100,2025-11-13T20:44:30.903128Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-MIDT,What will JD Vance say during Hannity on November 13th?,95,2025-11-14,CORRECT,100,2025-11-14T02:33:13.961411Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-MIDD,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,WRONG,0,2025-11-14T02:12:57.584025Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-INVE,What will JD Vance say during Hannity on November 13th?,95,2025-11-14,CORRECT,100,2025-11-14T02:11:28.144552Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-ILLE,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,CORRECT,100,2025-11-13T20:12:06.578854Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-HEAL,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,CORRECT,100,2025-11-14T02:03:24.98371Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-ELEC,What will JD Vance say during Hannity on November 13th?,95,2025-11-14,CORRECT,100,2025-11-14T02:33:13.957109Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-BIDE,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,CORRECT,100,2025-11-13T20:09:48.615908Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-AMER,What will JD Vance say during Hannity on November 13th?,90,2025-11-14,CORRECT,100,2025-11-14T02:12:32.576819Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-AFFO,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,CORRECT,100,2025-11-14T02:09:43.209488Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV14-2028,What will JD Vance say during Hannity on November 13th?,91,2025-11-14,CORRECT,100,2025-11-14T02:35:54.036445Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-TARI,What will JD Vance say during Hannity on November 14th?,90,2025-11-15,CORRECT,100,2025-11-14T20:12:15.900972Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-SNAP,What will JD Vance say during Hannity on November 14th?,91,2025-11-15,WRONG,0,2025-11-14T18:09:11.047733Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-SCHU,What will JD Vance say during Hannity on November 14th?,95,2025-11-15,CORRECT,100,2025-11-15T02:24:26.859013Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-INVE,What will JD Vance say during Hannity on November 14th?,91,2025-11-15,CORRECT,100,2025-11-14T20:12:16.329667Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-ILLE,What will JD Vance say during Hannity on November 14th?,90,2025-11-15,WRONG,0,2025-11-14T20:12:11.496864Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-HEAL,What will JD Vance say during Hannity on November 14th?,91,2025-11-15,WRONG,0,2025-11-14T18:10:37.273975Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-CHIN,What will JD Vance say during Hannity on November 14th?,90,2025-11-15,WRONG,0,2025-11-14T20:06:05.293137Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-CALI,What will JD Vance say during Hannity on November 14th?,95,2025-11-15,CORRECT,100,2025-11-15T02:32:13.05074Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-BIDE,What will JD Vance say during Hannity on November 14th?,90,2025-11-15,CORRECT,100,2025-11-14T20:12:15.898587Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV15-AFFO,What will JD Vance say during Hannity on November 14th?,91,2025-11-15,CORRECT,100,2025-11-14T18:10:20.330722Z,KXVANCEMENTION,Vance Says
