sub_category,time_bucket,sample_num,ticker,price,time_to_close_h,correct
Sports > Esports > Valorant,75-100%,2,KXVALORANTMAP-26FEB08XLGBLG-2-XLG,92,0.4,CORRECT
Sports > Esports > Valorant,75-100%,3,KXVALORANTMAP-26FEB08DRXFS-1-DRX,90,0.3,CORRECT
Sports > Football > NCAA Football,0-25%,1,KXNCAAFGAME-25NOV29BALLMOH-MOH,90,247.7,CORRECT
Sports > Football > NCAA Football,0-25%,2,KXNCAAFGAME-25NOV29CHARTULN-TULN,92,297.6,CORRECT
Sports > Football > NCAA Football,0-25%,3,KXNCAAFGAME-25NOV29RICEUSF-USF,92,296.7,CORRECT
Sports > Football > NCAA Football,25-50%,1,KXNCAAFSPREAD-26JAN02RICETXST-TXST2,90,12.3,CORRECT
Sports > Football > NCAA Football,50-75%,1,KXNCAAFGAME-25NOV29ORSTWSU-WSU,90,3.4,CORRECT
Sports > Football > NCAA Football,50-75%,2,KXNCAAFGAME-25NOV29ECUFAU-ECU,90,3.1,CORRECT
Sports > Football > NCAA Football,50-75%,3,KXNCAAFGAME-25NOV29USATXST-TXST,90,3.0,CORRECT
Sports > Football > NCAA Football,75-100%,1,KXNCAAFGAME-25DEC31NEBUTAH-UTAH,90,2.0,CORRECT
Sports > Football > NCAA Football,75-100%,2,KXNCAAFGAME-25DEC27GTBYU-BYU,90,0.0,CORRECT
Sports > Football > NCAA Football,75-100%,3,KXNCAAFGAME-25DEC23UNLVOHIO-OHIO,90,0.2,CORRECT
Sports > Football > NFL,0-25%,1,KXNFLRECYDS-26FEB08SEANE-SEAKWALKER9-10,90,324.0,CORRECT
Sports > Football > NFL,0-25%,2,KXNFLRECYDS-26JAN25LASEA-SEARSHAHEED22-10,90,141.2,CORRECT
Sports > Football > NFL,0-25%,3,KXNFLRSHYDS-26FEB08SEANE-NETHENDERSON32-10,90,335.6,CORRECT
Sports > Football > NFL,25-50%,1,KXNFLRECYDS-26FEB08SEANE-NEMHOLLINS13-20,90,29.2,CORRECT
Sports > Football > NFL,25-50%,2,KXNFLRSHYDS-26JAN17BUFDEN-DENRHARVEY12-40,91,29.5,WRONG
Sports > Football > NFL,25-50%,3,KXNFLRSHYDS-26JAN12HOUPIT-HOUNCHUBB21-20,90,25.3,CORRECT
Sports > Football > NFL,50-75%,1,KXNFLRECYDS-26FEB08SEANE-SEAJBOBO19-20,90,3.8,WRONG
Sports > Football > NFL,50-75%,2,KXNFLRECYDS-26FEB08SEANE-SEAJBOBO19-10,90,3.7,WRONG
Sports > Football > NFL,50-75%,3,KXNFLRECYDS-26FEB08SEANE-NEDDOUGLAS3-10,90,4.0,CORRECT
Sports > Football > NFL,75-100%,1,KXNFLRECYDS-26FEB08SEANE-NEMHOLLINS13-50,90,1.3,CORRECT
Sports > Football > NFL,75-100%,2,KXNFLRECYDS-26FEB08SEANE-NEMHOLLINS13-40,90,1.3,CORRECT
Sports > Football > NFL,75-100%,3,KXNFLRECYDS-26FEB08SEANE-NETHENDERSON32-10,90,0.5,CORRECT
Sports > Golf > PGA,25-50%,1,KXEUROCUPGAME-26JAN14WROREV-REV,91,18.9,CORRECT
Sports > Golf > PGA,25-50%,2,KXEUROCUPGAME-26JAN13TOWUNC-UNC,91,18.3,CORRECT
Sports > Golf > PGA,25-50%,3,KXEUROCUPGAME-25DEC17ULMPBC-PBC,90,39.5,WRONG
Sports > Golf > PGA,50-75%,1,KXEUROCUPGAME-26FEB04LIOJLB-JLB,91,8.1,CORRECT
Sports > Golf > PGA,50-75%,2,KXEUROCUPGAME-26JAN27LIPTTS-TTS,92,4.8,CORRECT
Sports > Golf > PGA,50-75%,3,KXEUROCUPGAME-26JAN14LIPBUD-BUD,91,4.3,CORRECT
Sports > Golf > PGA,75-100%,1,KXEUROCUPGAME-26FEB111430LIPLIO-LIP,90,0.5,CORRECT
Sports > Golf > PGA,75-100%,2,KXEUROCUPGAME-26FEB111300BAHNEP-BAH,90,2.0,CORRECT
Sports > Golf > PGA,75-100%,3,KXEUROCUPGAME-26FEB111100CHETTS-TTS,90,1.7,CORRECT
Sports > Hockey > AHL,25-50%,1,KXAHLGAME-26FEB04HENSAN-HEN,90,42.7,WRONG
Sports > Hockey > AHL,25-50%,2,KXAHLGAME-26FEB04SPRSYR-SYR,90,22.7,CORRECT
Sports > Hockey > AHL,75-100%,1,KXAHLGAME-26FEB07CLELAV-LAV,90,1.2,CORRECT
Sports > Hockey > AHL,75-100%,2,KXAHLGAME-26FEB07BAKONT-ONT,92,1.2,CORRECT
Sports > Hockey > AHL,75-100%,3,KXAHLGAME-26FEB07WILHER-WIL,90,0.0,CORRECT
Sports > Hockey > KHL,25-50%,1,KXKHLGAME-26JAN26SALDIN-DIN,90,29.0,WRONG
Sports > Hockey > KHL,50-75%,1,KXKHLGAME-26FEB01HCSLOK-LOK,91,10.1,CORRECT
Sports > Hockey > KHL,75-100%,1,KXKHLGAME-26FEB110415TRAAMU-TRA,92,0.2,CORRECT
Sports > Hockey > KHL,75-100%,2,KXKHLGAME-26FEB10SKANEF-SKA,90,0.6,CORRECT
Sports > Hockey > KHL,75-100%,3,KXKHLGAME-26FEB05AVTHKA-HKA,92,0.6,WRONG
Sports > Hockey > NHL,25-50%,1,KXNHLTOTAL-26FEB05NSHWSH-3,92,12.2,CORRECT
Sports > Hockey > NHL,25-50%,2,KXNHLTOTAL-26FEB05PITBUF-3,92,12.2,CORRECT
Sports > Hockey > NHL,25-50%,3,KXNHLTOTAL-26FEB04BOSFLA-3,90,16.7,CORRECT
Sports > Hockey > NHL,50-75%,1,KXNHLSPREAD-26FEB01BOSTB-TB1,90,3.7,WRONG
Sports > Hockey > NHL,50-75%,2,KXNHLTOTAL-26FEB05FLATB-3,90,6.8,CORRECT
Sports > Hockey > NHL,50-75%,3,KXNHLTOTAL-26FEB05OTTPHI-3,90,3.9,WRONG
Sports > Hockey > NHL,75-100%,1,KXNHLGOAL-26FEB05FLATB-TBOBJORKSTRAND22,92,0.7,CORRECT
Sports > Hockey > NHL,75-100%,2,KXNHLGOAL-26FEB05FLATB-FLASBENNETT9,90,1.3,WRONG
Sports > Hockey > NHL,75-100%,3,KXNHLGOAL-26FEB05NYINJ-NJJBRATT63,92,2.3,WRONG
Sports > MMA > UFC,0-25%,1,KXUFCFIGHT-25DEC06ABDTRO-ABD,90,124.8,CORRECT
Sports > MMA > UFC,50-75%,1,KXUFCFIGHT-25NOV22SPIGAZ-GAZ,91,6.1,WRONG
Sports > MMA > UFC,50-75%,2,KXUFCFIGHT-25NOV15SUSMCC-SUS,90,7.3,CORRECT
Sports > MMA > UFC,75-100%,1,KXUFCFIGHT-26FEB07OLEBAR-OLE,90,0.2,CORRECT
Sports > MMA > UFC,75-100%,2,KXUFCFIGHT-26FEB07ALBHOR-HOR,90,0.3,CORRECT
Sports > MMA > UFC,75-100%,3,KXUFCFIGHT-26FEB07MATBAS-BAS,91,0.0,CORRECT
Sports > Motorsport > Formula 1,0-25%,1,KXF1RACEPODIUM-QATGP25-VER,90,55.7,CORRECT
Sports > Motorsport > Formula 1,0-25%,2,KXF1RACEPODIUM-DUTGP25-PIA,90,54.3,CORRECT
Sports > Motorsport > Formula 1,25-50%,1,KXF1RACEPODIUM-QATGP25-PIA,90,24.1,CORRECT
Sports > Motorsport > Formula 1,25-50%,2,KXF1RACEPODIUM-LASVGP25-NOR,90,31.3,WRONG
Sports > Motorsport > Formula 1,25-50%,3,KXF1RACEPODIUM-SAOPGP25-NOR,91,31.6,CORRECT
Sports > Motorsport > Formula 1,50-75%,1,KXF1RACEPODIUM-ABUDGP25-NOR,90,3.3,CORRECT
Sports > Motorsport > Formula 1,50-75%,2,KXF1RACEPODIUM-SAOPGP25-PIA,92,4.7,WRONG
Sports > Motorsport > Formula 1,50-75%,3,KXF1RACEPODIUM-GRAPDM25-VER,90,3.2,CORRECT
Sports > Motorsport > Formula 1,75-100%,1,KXF1RACEPODIUM-AZEGP25-SAI,92,1.3,CORRECT
Sports > Motorsport > Formula 1,75-100%,2,KXF1RACEPODIUM-AZEGP25-RUS,90,1.4,CORRECT
Sports > Motorsport > Formula 1,75-100%,3,KXF1RACE-AZEGP25-VER,90,1.8,CORRECT
Sports > Other Sports,0-25%,1,KXCBAGAME-26JAN22SBWXIN-XIN,90,62.6,CORRECT
Sports > Other Sports,0-25%,2,KXNBLGAME-26JAN15BRISYD-SYD,90,60.5,CORRECT
Sports > Other Sports,25-50%,1,KXCBAGAME-26FEB03SHAXSBW-SHAX,90,36.9,CORRECT
Sports > Other Sports,25-50%,2,KXCBAGAME-26FEB01XINSBW-XIN,90,37.2,CORRECT
Sports > Other Sports,25-50%,3,KXCBAGAME-26JAN30SBWNAN-NAN,90,34.7,CORRECT
Sports > Other Sports,50-75%,1,KXLNBELITEGAME-26FEB01BOUPAR-PAR,91,4.5,WRONG
Sports > Other Sports,50-75%,2,KXLNBELITEGAME-26JAN25MONSQB-MON,90,4.0,CORRECT
Sports > Other Sports,50-75%,3,KXLNBELITEGAME-26JAN24PARLEP-PAR,91,7.1,CORRECT
Sports > Other Sports,75-100%,1,KXLNBELITEGAME-26FEB08NANASV-NAN,90,0.7,CORRECT
Sports > Other Sports,75-100%,2,KXLNBELITEGAME-26FEB08NANASV-ASV,90,2.0,WRONG
Sports > Other Sports,75-100%,3,KXLNBELITEGAME-26FEB08MONCHA-MON,90,1.3,CORRECT
Sports > Soccer > AFCON,25-50%,1,KXAFCONADVANCE-26JAN05EGYBEN-EGY,90,20.1,CORRECT
Sports > Soccer > AFCON,25-50%,2,KXAFCONADVANCE-26JAN04MARTAN-MAR,90,26.0,CORRECT
Sports > Soccer > AFCON,50-75%,1,KXAFCONADVANCE-26JAN05NGRMOZ-NGR,90,11.3,CORRECT
Sports > Soccer > AFCON,50-75%,2,KXAFCONADVANCE-26JAN03SENSDN-SEN,90,7.1,CORRECT
Sports > Soccer > AFCON,75-100%,1,KXAFCONADVANCE-26JAN18SENMAR-MAR,90,1.0,WRONG
Sports > Soccer > AFCON,75-100%,2,KXAFCONADVANCE-26JAN17EGYNGR-NGR,91,0.1,CORRECT
Sports > Soccer > AFCON,75-100%,3,KXAFCONADVANCE-26JAN14SENEGY-SEN,90,1.4,CORRECT
Sports > Soccer > Argentina Primera Division,75-100%,1,KXARGPREMDIVGAME-26FEB09RCUIRM-IRM,90,0.4,CORRECT
Sports > Soccer > Argentina Primera Division,75-100%,2,KXARGPREMDIVGAME-26FEB09ELPRIE-ELP,90,0.4,CORRECT
Sports > Soccer > Argentina Primera Division,75-100%,3,KXARGPREMDIVGAME-26FEB09LANCAT-TIE,90,0.1,CORRECT
Sports > Soccer > Australian A-League,50-75%,1,KXALEAGUEGAME-26JAN23NUJWPH-NUJ,90,4.7,CORRECT
Sports > Soccer > Australian A-League,50-75%,2,KXALEAGUEGAME-25DEC20PERADU-ADU,90,4.0,CORRECT
Sports > Soccer > Australian A-League,50-75%,3,KXALEAGUEGAME-25DEC07ADUBRR-TIE,91,4.5,WRONG
Sports > Soccer > Australian A-League,75-100%,1,KXALEAGUEGAME-26FEB08ADUNUJ-NUJ,90,0.3,CORRECT
Sports > Soccer > Australian A-League,75-100%,2,KXALEAGUEGAME-26FEB07BRRCCM-CCM,90,0.4,CORRECT
Sports > Soccer > Australian A-League,75-100%,3,KXALEAGUEGAME-26FEB06AUCSYD-AUC,90,0.3,CORRECT
Sports > Soccer > Belgian Pro League,75-100%,1,KXBELGIANPLGAME-26FEB08YRMRAFC-YRM,90,0.7,CORRECT
Sports > Soccer > Belgian Pro League,75-100%,2,KXBELGIANPLGAME-26FEB08BRUSTA-BRU,90,1.3,CORRECT
Sports > Soccer > Belgian Pro League,75-100%,3,KXBELGIANPLGAME-26FEB08GENRSC-GEN,90,0.6,CORRECT
Sports > Soccer > Brasileiro Serie A,50-75%,1,KXBRASILEIROGAME-25NOV28VDGINT-VDG,92,3.3,CORRECT
Sports > Soccer > Brasileiro Serie A,75-100%,1,KXBRASILEIROGAME-26FEB11SPAGPA-SPA,90,1.5,CORRECT
Sports > Soccer > Brasileiro Serie A,75-100%,2,KXBRASILEIROGAME-26FEB11VDGBAH-BAH,90,0.4,CORRECT
Sports > Soccer > Brasileiro Serie A,75-100%,3,KXBRASILEIROGAME-26FEB11ATLCR-TIE,90,0.2,CORRECT
Sports > Soccer > Bundesliga,0-25%,1,KXBUNDESLIGATOTAL-26JAN31SVWBMG-1,91,144.3,CORRECT
Sports > Soccer > Bundesliga,0-25%,2,KXBUNDESLIGATOTAL-26JAN13HSVLEV-1,91,69.5,WRONG
Sports > Soccer > Bundesliga,25-50%,1,KXBUNDESLIGATOTAL-26JAN31HSVBMU-1,90,42.5,CORRECT
Sports > Soccer > Bundesliga,25-50%,2,KXBUNDESLIGATOTAL-26JAN17RBLBMU-1,90,15.2,CORRECT
Sports > Soccer > Bundesliga,75-100%,1,KXBUNDESLIGATOTAL-26FEB08KOERBL-2,90,0.8,CORRECT
Sports > Soccer > Bundesliga,75-100%,2,KXBUNDESLIGATOTAL-26FEB08BMUTSG-2,90,0.2,CORRECT
Sports > Soccer > Bundesliga,75-100%,3,KXBUNDESLIGATOTAL-26FEB07FCHHSV-2,90,0.3,WRONG
Sports > Soccer > Club World Cup,25-50%,1,KXCLUBWCGAME-25JUN22MCIAIN-MCI,92,45.9,CORRECT
Sports > Soccer > Club World Cup,25-50%,2,KXCLUBWCGAME-25JUN14AHLMIA-TIE,90,13.4,CORRECT
Sports > Soccer > Club World Cup,75-100%,1,KXCLUBWCGAME-25JUL09PSGRMA-RMA,90,1.7,WRONG
Sports > Soccer > Club World Cup,75-100%,2,KXCLUBWCGAME-25JUL09PSGRMA-PSG,90,1.8,CORRECT
Sports > Soccer > Club World Cup,75-100%,3,KXCLUBWCGAME-25JUL08FLUCHE-CHE,90,1.8,CORRECT
Sports > Soccer > Copa del Rey,0-25%,1,KXCOPADELREYGAME-25DEC16EIBELC-EIB,92,48.7,WRONG
Sports > Soccer > Copa del Rey,25-50%,1,KXCOPADELREYADVANCE-26FEB03ALBBAR-BAR,90,29.8,CORRECT
Sports > Soccer > Copa del Rey,25-50%,2,KXCOPADELREYADVANCE-26JAN15SANBAR-BAR,90,30.7,CORRECT
Sports > Soccer > Copa del Rey,25-50%,3,KXCOPADELREYADVANCE-26JAN14ALBRMA-RMA,90,22.1,WRONG
Sports > Soccer > Copa del Rey,50-75%,1,KXCOPADELREYGAME-25DEC17TALRMA-RMA,90,5.7,CORRECT
Sports > Soccer > Copa del Rey,50-75%,2,KXCOPADELREYGAME-25DEC17HUEOSA-TIE,91,5.6,CORRECT
Sports > Soccer > Copa del Rey,75-100%,1,KXCOPADELREYADVANCE-26FEB05RBBATM-ATM,90,1.7,CORRECT
Sports > Soccer > Copa del Rey,75-100%,2,KXCOPADELREYADVANCE-26FEB04VCFATH-ATH,90,0.1,CORRECT
Sports > Soccer > Copa del Rey,75-100%,3,KXCOPADELREYADVANCE-26FEB04ALARSO-RSO,90,0.3,CORRECT
Sports > Soccer > Croatia HNL,75-100%,1,KXHNLGAME-26FEB08RIJDIN-TIE,90,0.1,CORRECT
Sports > Soccer > Croatia HNL,75-100%,2,KXHNLGAME-26FEB08VAROSI-VAR,90,0.3,CORRECT
Sports > Soccer > Croatia HNL,75-100%,3,KXHNLGAME-26FEB07HAJSLA-HAJ,91,1.6,CORRECT
Sports > Soccer > EFL Championship,75-100%,1,KXEFLCHAMPIONSHIPGAME-26FEB11CHASTK-CHA,90,0.2,CORRECT
Sports > Soccer > EFL Championship,75-100%,2,KXEFLCHAMPIONSHIPGAME-26FEB10OXUNOR-NOR,90,2.7,CORRECT
Sports > Soccer > EFL Championship,75-100%,3,KXEFLCHAMPIONSHIPGAME-26FEB10LEISOU-TIE,90,0.2,WRONG
Sports > Soccer > English Premier League,0-25%,1,KXEPLTOTAL-26FEB10CFCLEE-1,92,326.8,CORRECT
Sports > Soccer > English Premier League,0-25%,2,KXEPLTOTAL-26FEB07MUNTOT-1,90,170.2,CORRECT
Sports > Soccer > English Premier League,50-75%,1,KXEPLSPREAD-26FEB11MCIFUL-MCI1,90,3.1,CORRECT
Sports > Soccer > English Premier League,50-75%,2,KXEPLSPREAD-26JAN25BRENFO-NFO1,90,3.4,CORRECT
Sports > Soccer > English Premier League,75-100%,1,KXEPLGAME-26FEB11SUNLFC-LFC,92,0.1,CORRECT
Sports > Soccer > English Premier League,75-100%,2,KXEPLGAME-26FEB11CRYBUR-BUR,90,0.2,CORRECT
Sports > Soccer > English Premier League,75-100%,3,KXEPLGAME-26FEB11NFOWOL-TIE,90,0.2,CORRECT
Sports > Soccer > Eredivisie,75-100%,1,KXEREDIVISIEGAME-26FEB11GAEHEE-HEE,90,0.4,CORRECT
Sports > Soccer > Eredivisie,75-100%,2,KXEREDIVISIEGAME-26FEB08GAETEL-TIE,90,0.1,CORRECT
Sports > Soccer > Eredivisie,75-100%,3,KXEREDIVISIEGAME-26FEB08GAETEL-GAE,90,0.2,WRONG
Sports > Soccer > FA Cup,25-50%,1,KXFACUPGAME-26JAN10MCIEXC-MCI,90,39.2,CORRECT
Sports > Soccer > FA Cup,25-50%,2,KXFACUPADVANCE-26JAN10SHWBRE-BRE,91,18.7,CORRECT
Sports > Soccer > FA Cup,50-75%,1,KXFACUPADVANCE-26JAN10CHACFC-CFC,90,3.5,CORRECT
Sports > Soccer > FA Cup,75-100%,1,KXFACUPGAME-26JAN11WHUQPR-TIE,90,2.0,CORRECT
Sports > Soccer > FA Cup,75-100%,2,KXFACUPGAME-26JAN11MUNBRI-BRI,90,0.5,CORRECT
Sports > Soccer > FA Cup,75-100%,3,KXFACUPGAME-26JAN11HULBLA-TIE,90,1.1,CORRECT
Sports > Soccer > Japan J League,25-50%,1,KXJLEAGUEGAME-26FEB08NGESHI-NGE,90,16.0,CORRECT
Sports > Soccer > Japan J League,50-75%,1,KXJLEAGUEGAME-25NOV30ALBREY-REY,91,8.0,CORRECT
Sports > Soccer > Japan J League,50-75%,2,KXJLEAGUEGAME-25NOV30YOKKYO-KYO,90,7.0,CORRECT
Sports > Soccer > Japan J League,75-100%,1,KXJLEAGUEGAME-26FEB08KAWREY-KAW,90,1.7,CORRECT
Sports > Soccer > Japan J League,75-100%,2,KXJLEAGUEGAME-26FEB06KYOVIK-TIE,90,0.3,CORRECT
Sports > Soccer > Japan J League,75-100%,3,KXJLEAGUEGAME-26FEB06VVNSAN-SAN,90,0.7,CORRECT
Sports > Soccer > La Liga,50-75%,1,KXLALIGATOTAL-26JAN11RVCMAL-2,90,4.0,CORRECT
Sports > Soccer > La Liga,50-75%,2,KXLALIGATOTAL-26JAN11RVCMAL-1,92,4.1,CORRECT
Sports > Soccer > La Liga,50-75%,3,KXLALIGATOTAL-26JAN10GIROSA-1,92,3.3,WRONG
Sports > Soccer > La Liga,75-100%,1,KXLALIGAGAME-26FEB08ATMRBB-RBB,90,0.2,CORRECT
Sports > Soccer > La Liga,75-100%,2,KXLALIGAGAME-26FEB08VCFRMA-RMA,90,0.2,CORRECT
Sports > Soccer > La Liga,75-100%,3,KXLALIGAGAME-26FEB08ATHLEV-ATH,90,1.6,CORRECT
Sports > Soccer > Liga MX,75-100%,1,KXLIGAMXGAME-26FEB07PACJUA-PAC,90,0.4,CORRECT
Sports > Soccer > Liga MX,75-100%,2,KXLIGAMXGAME-26FEB07ATLPUM-TIE,92,0.2,CORRECT
Sports > Soccer > Liga MX,75-100%,3,KXLIGAMXGAME-26FEB07ATLPUM-PUM,91,0.5,WRONG
Sports > Soccer > Liga Portugal,50-75%,1,KXLIGAPORTUGALGAME-25DEC28SPORAV-SPO,90,4.0,CORRECT
Sports > Soccer > Liga Portugal,75-100%,1,KXLIGAPORTUGALGAME-26FEB09FCPSPO-TIE,90,0.2,CORRECT
Sports > Soccer > Liga Portugal,75-100%,2,KXLIGAPORTUGALGAME-26FEB09FAMAVS-FAM,90,0.6,CORRECT
Sports > Soccer > Liga Portugal,75-100%,3,KXLIGAPORTUGALGAME-26FEB08BRARAV-BRA,90,1.9,CORRECT
Sports > Soccer > Ligue 1,75-100%,1,KXLIGUE1GAME-26FEB08HACRCS-HAC,90,0.2,CORRECT
Sports > Soccer > Ligue 1,75-100%,2,KXLIGUE1GAME-26FEB08NICASM-TIE,90,0.2,CORRECT
Sports > Soccer > Ligue 1,75-100%,3,KXLIGUE1GAME-26FEB08ANGTFC-ANG,90,0.1,CORRECT
Sports > Soccer > MLS,25-50%,1,KXMLSGAME-25NOV01CHIPHI-PHI,90,16.4,CORRECT
Sports > Soccer > MLS,25-50%,2,KXMLSGAME-25NOV01NSHMIA-NSH,90,14.3,CORRECT
Sports > Soccer > MLS,25-50%,3,KXMLSGAME-25OCT26SDPOR-SD,90,12.8,CORRECT
Sports > Soccer > MLS,50-75%,1,KXMLSGAME-25NOV01DALVAN-TIE,90,11.9,CORRECT
Sports > Soccer > MLS,50-75%,2,KXMLSGAME-25NOV01PORSD-TIE,90,11.6,CORRECT
Sports > Soccer > MLS,50-75%,3,KXMLSGAME-25NOV01PORSD-SD,90,11.8,WRONG
Sports > Soccer > MLS,75-100%,1,KXMLSGAME-25DEC06MIAVAN-MIA,90,0.3,CORRECT
Sports > Soccer > MLS,75-100%,2,KXMLSGAME-25NOV29SDVAN-VAN,90,1.8,CORRECT
Sports > Soccer > MLS,75-100%,3,KXMLSGAME-25NOV24SDMIN-SD,90,0.7,CORRECT
Sports > Soccer > Polish Ekstraklasa,75-100%,1,KXEKSTRAKLASAGAME-26FEB09PGLPLO-PGL,90,0.6,CORRECT
Sports > Soccer > Polish Ekstraklasa,75-100%,2,KXEKSTRAKLASAGAME-26FEB08KATWLO-KAT,90,0.4,CORRECT
Sports > Soccer > Polish Ekstraklasa,75-100%,3,KXEKSTRAKLASAGAME-26FEB08CZERAD-TIE,90,0.1,CORRECT
Sports > Soccer > Saudi Pro League,0-25%,1,KXSAUDIPLGAME-26FEB01ITJNAJ-ITJ,90,72.9,CORRECT
Sports > Soccer > Saudi Pro League,50-75%,1,KXSAUDIPLGAME-26JAN17FAYDAM-FAY,90,4.0,WRONG
Sports > Soccer > Saudi Pro League,75-100%,1,KXSAUDIPLGAME-26FEB07AKHSHA-AKH,90,0.8,CORRECT
Sports > Soccer > Saudi Pro League,75-100%,2,KXSAUDIPLGAME-26FEB07ALTKHA-TIE,90,0.2,CORRECT
Sports > Soccer > Saudi Pro League,75-100%,3,KXSAUDIPLGAME-26FEB06ALNITJ-ALN,90,0.3,CORRECT
Sports > Soccer > Scottish Premiership,50-75%,1,KXSCOTTISHPREMGAME-26JAN31LIVMOT-MOT,90,3.1,CORRECT
Sports > Soccer > Scottish Premiership,75-100%,1,KXSCOTTISHPREMGAME-26FEB11KILMIR-KIL,90,0.3,CORRECT
Sports > Soccer > Scottish Premiership,75-100%,2,KXSCOTTISHPREMGAME-26FEB11MOTRFC-RFC,90,0.5,WRONG
Sports > Soccer > Scottish Premiership,75-100%,3,KXSCOTTISHPREMGAME-26FEB11FALDUN-FAL,90,0.4,CORRECT
Sports > Soccer > Serie A,50-75%,1,KXSERIEATOTAL-26JAN25SASCRE-1,91,3.8,WRONG
Sports > Soccer > Serie A,50-75%,2,KXSERIEATOTAL-26JAN11LECPAR-2,90,4.6,CORRECT
Sports > Soccer > Serie A,50-75%,3,KXSERIEATOTAL-26JAN11LECPAR-1,92,4.9,CORRECT
Sports > Soccer > Serie A,75-100%,1,KXSERIEASPREAD-26FEB09ATACRE-ATA1,90,1.6,WRONG
Sports > Soccer > Serie A,75-100%,2,KXSERIEASPREAD-26FEB09ROMCAG-ROM1,91,0.5,CORRECT
Sports > Soccer > Serie A,75-100%,3,KXSERIEASPREAD-26FEB03BFCACM-ACM2,91,0.3,CORRECT
Sports > Soccer > Super League Greece,0-25%,1,KXSLGREECEGAME-26FEB01PAOKPFC-PAOK,90,58.6,CORRECT
Sports > Soccer > Super League Greece,75-100%,1,KXSLGREECEGAME-26FEB08OLYPAN-PAN,90,0.2,CORRECT
Sports > Soccer > Super League Greece,75-100%,2,KXSLGREECEGAME-26FEB08ARISPAOK-TIE,90,0.2,CORRECT
Sports > Soccer > Super League Greece,75-100%,3,KXSLGREECEGAME-26FEB08OFILEV-OFI,90,0.3,CORRECT
Sports > Soccer > Swiss Super League,0-25%,1,KXSWISSLEAGUEGAME-25DEC20SIOWIN-SIO,90,241.9,WRONG
Sports > Soccer > Swiss Super League,75-100%,1,KXSWISSLEAGUEGAME-26FEB11LUGSER-TIE,90,0.2,CORRECT
Sports > Soccer > Swiss Super League,75-100%,2,KXSWISSLEAGUEGAME-26FEB11STGYB-STG,90,1.8,CORRECT
Sports > Soccer > Swiss Super League,75-100%,3,KXSWISSLEAGUEGAME-26FEB11FCZWIN-FCZ,90,1.6,CORRECT
Sports > Soccer > Turkish Super Lig,75-100%,1,KXSUPERLIGGAME-26FEB09FENGEN-FEN,90,1.7,CORRECT
Sports > Soccer > Turkish Super Lig,75-100%,2,KXSUPERLIGGAME-26FEB09GAZKAS-GAZ,90,0.3,CORRECT
Sports > Soccer > Turkish Super Lig,75-100%,3,KXSUPERLIGGAME-26FEB09KAYKOC-KOC,90,0.5,CORRECT
Sports > Soccer > UEFA Champions League,0-25%,1,KXUCLTOTAL-26JAN28LFCQAR-1,90,151.3,CORRECT
Sports > Soccer > UEFA Champions League,0-25%,2,KXUCLTOTAL-26JAN21CFCPAF-1,90,54.9,WRONG
Sports > Soccer > UEFA Champions League,25-50%,1,KXUCLTOTAL-26JAN28ATMBOG-1,90,40.5,CORRECT
Sports > Soccer > UEFA Champions League,25-50%,2,KXUCLTOTAL-26JAN20BOGMCI-1,90,12.8,CORRECT
Sports > Soccer > UEFA Champions League,25-50%,3,KXUCLTOTAL-25DEC09BMUSPO-1,90,19.6,CORRECT
Sports > Soccer > UEFA Champions League,50-75%,1,KXUCLTOTAL-26JAN28PSVBMU-1,90,9.0,CORRECT
Sports > Soccer > UEFA Champions League,50-75%,2,KXUCLTOTAL-26JAN28MCIGAL-1,92,5.3,CORRECT
Sports > Soccer > UEFA Champions League,50-75%,3,KXUCLTOTAL-26JAN28PSGNEW-1,91,3.2,CORRECT
Sports > Soccer > UEFA Champions League,75-100%,1,KXUCLGAME-26JAN28NAPCFC-CFC,90,0.2,CORRECT
Sports > Soccer > UEFA Champions League,75-100%,2,KXUCLGAME-26JAN28PAFSLA-PAF,92,0.3,CORRECT
Sports > Soccer > UEFA Champions League,75-100%,3,KXUCLGAME-26JAN28PSVBMU-BMU,90,0.2,CORRECT
Sports > Soccer > UEFA Conference League,75-100%,1,KXUECLGAME-25DEC18ZRISCR-TIE,90,0.1,CORRECT
Sports > Soccer > UEFA Conference League,75-100%,2,KXUECLGAME-25DEC18ZRISCR-SCR,90,0.1,WRONG
Sports > Soccer > UEFA Conference League,75-100%,3,KXUECLGAME-25DEC18RCSKOP-RCS,91,1.8,CORRECT
Sports > Soccer > UEFA Europa League,75-100%,1,KXUELGAME-26JAN29VFBYB-VFB,90,1.9,CORRECT
Sports > Soccer > UEFA Europa League,75-100%,2,KXUELGAME-26JAN29STUSKB-STU,90,0.2,CORRECT
Sports > Soccer > UEFA Europa League,75-100%,3,KXUELGAME-26JAN29PANROM-TIE,90,0.1,CORRECT
Sports > Tennis > ATP,0-25%,1,KXATPTOTALSETS-26JAN22ZVENOR-4,90,57.6,CORRECT
Sports > Tennis > ATP,0-25%,2,KXATPTOTALSETS-26JAN22MEDMAR-5,90,63.8,CORRECT
Sports > Tennis > ATP,0-25%,3,KXATPTOTALSETS-26JAN22MEDMAR-4,90,65.6,CORRECT
Sports > Tennis > ATP,25-50%,1,KXATPSETWINNER-26JAN27SHESIN-2-SIN,90,28.6,CORRECT
